naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Kvalifikacije za EP 2020: Slovenija - Latvija,slovenski nogometen reprezentanca zadnji domač tekma kvalifikacija odigrati november latvija vstopnica prodaja,2019-11-16 18:00:00,1610,356008161690119,5,0.011849150953109478
Kriza srednjih let - HIT komedija | Koper - Razprodano!,predstava termin razprodan datum lokacija predstava najti spored dneven dopolnjevati zdaj kmalu zadeti kriza srednji let fantastičen komedij vrač ljubljenec občinstvo ranka babić priti let moški postati mladenič ogledati rezervirati vstopnica zdaj predprodajen cena vstopnica veljati septembrski termin komedij kriza srednji let nadaljevanje rankov uspešnica moški copat preseči rekord zdaj pripraviti nov doza ura pol trajajoč smeh solza ranka babić princ oder kralj domač dneven soba vedno naraven super zabaven zdaj ugotavljati kriza srednji let hud puberteta stvar greda več navzgor obraten prebrati več nov komedij moški copat nositi laskav naziv najdlje trajajoč hit komedij špas teater predstavarekorderek beležiti ponovitev več mesto slovenija nasmejati več obiskovalec mnog ogledati večkrat,2019-09-21 20:00:00,573,229663580498383,5,0.011880640091248704
Svarunova noč XIX,zadnji izdihljaj jesen napočiti čas svarunov noč tokraten dogodek tradicija zapečatiti medvoški dvorana jedro petek november otvoritev noč pripadel simfoničen darka sphera zasedba kratek vrniti zatišje imeti praviti velik povedati prekmurec nedvomen neznanec scena gostiti prvič predstaviti svež temačen stvaritev nositi ime gemina fant zasedba agan oder svarunov noč počutiti domač praviti zato resničen spadati tja atmosferičen tolminec zadnji let obiskati zavidljiv število oder napredek manifestirati studio kjer konec lanski let posneti dejati profundis poimenovati epski razodetje dolg deležen časten gostja tokrat vihteti zastava slovaški achsar pravi poosebljenje epski folk metati kloniti čas vselej ostajati pristen dvom poskrbljen privrženec melodičen riff bojen vzklik manjkati poganski napitnica razgret oder konec prepuščati zanesljiv roka dodobra poznan priljubljen črnometalski romantik dekadent mojster prepletanje lep grd soditi redek domač metalski zasedba bati priložnosten raba slovenski beseda nedaven izid album nemean ordeal obet zanimiv zvočen doživetje segati okvir žanr zagotovo pustiti ravnodušen vstopnina vstopnica volja vhod dogodek darka sphera sla symphonica blacka metati agan sla atmospherica metati achsar svka folkdeath metati dekadent sla blacka metati vabiti,2019-11-22 20:00:00,735,633669890151497,5,0.012056350367382104
Hip-Hop Republika // STOKA,marina ivanović stok viden predstavnikov hrvaški hip hop gonilen sila tamkajšnji glasben revolucija popularizacija žanr tokraten klubski edicija stresti murski sobota mož odkljukati ime seznam kolaboracija nered šteti ime josip lisaca general tona cetinski din dvornik itd živ legenda prestati življenje odpisan nekdanji član udaren dvojec nered stok vedno gristi tresti odreti znan brezkompromisen flow živ lahek prvič slišati videti prekmur prihodnji mesec izid nov plošča mogoč zarepati nov pesem nov album masaya domač vaska murski sobota klempo ljutomera več djs mriga jos somen vstopnica prodaja splet promotor andrej mekicar melan gaal aneja dzurinek mič hašati ruben krznar melanio majerič bar melinec spartacus caff fitnes murski sobota dioniz bar ljutomera teti opomba prispevek sodelovati kritje strošek produkcija event realizacija možen strošek organizator pokrivati izključen prispevek lasten denar vključevati najem oprema honorar poten strošek hospitality artist prenočišče hrana party razsvetljav proma material onlina promocija osebje tehnik prodaja vstopnica organizator program kriti denar prodan vstopnica hvala artisti podpirati prispevek omogočati nadaljnji delovanje organizacija dogodek hiphoprepublika,2019-10-05 22:00:00,525,310166915765521,5,0.013468034307150269
Amy Winehouse BDay Tribute with Cherry Wine,teden poklon lik del amy winehous dogodek sovpadati rojsten dan skupina cherry win obljubljati poseben druščina slovenski glasbenikov srce talent predati glasba pevka amy winehous posebej izstop pevka maj čist spontan ujeti energija pokojen britanski umetnica vabiti glasben živ izvedba pop rocka funka soula standard cherry win amy winehous tribut banda fba yti maj vokati uga ugowsky kitara vokati rok šinkovec vokati alen bogatati basa kitara gašper peršti boben branka mrak pozaven saba selassio saksofon davora loštrek saksofon vokati jerneja gantar trobenta tobačen činčina foodporna tržaški cesta vstopnina infa infa tobacnae,2019-09-14 20:00:00,886,150249262281295,5,0.01349470860528485
Velika pustna zabava s Kingstoni in Vilijem Resnikom na Viru,soboten pusten zabava čas pust iti letos drugače lep vabiti velik pustovanje skupina kingston viliti resnik vir izviren skupinski individualen maska bogat nagrajen cena vstopnica dan dogodek znašati predprodaja cena vstopnica znašati predprodaja dobiti bar don juan vir šaranovičev cesta domžati skupina kingston idrija najbolj priljubljen slovenski glasben skupina vsekakor poseben pečat pravi zabava pozitiven energija izjemen karizem oder kakovost izvedba glasba uspešnica uspešnica glaven karakteristika kingston držati sam imeti lep število hit šteti več pretiravanje lahek zatrditi skladba priti glasben pero postati uspešnica vila resnik glasba začeti ukvarjati razred osnoven šola odločiti postati kitarist nadaljevanje sodelovati rockovski skupina igrati peti herbio junak nočen kronik pomaranča yunka spina skupina pop design pričeti sodelovati november sodelovanje zaključiti pesem potepuh let,2020-02-22 20:00:00,835,388042060566,5,0.013610539923340067
Dobrodelni koncert Jana Plestenjaka,rogaški slatina tokrat prihajati najbolj zaželjen slovenski glasbenikov vljuden vabiti pridružiti koncert jan plestenjak tokrat obarvan dobrodelen nota kje dvorana rogaški slatina kdaj vstopnica volja prodajen mesto event petrola pošta rogaški slatina določen trgovina jager,2020-01-25 20:00:00,705,382225579302458,5,0.014028465886563115
Decembrrr x Hamo & Tribute 2 Love,festival decembrrr velik favorit oder zvezda tobačen hati tribut lov konec let vračati mesto zločin zabluziti vikend let matevž šalehar hati denis horvati duk uroš škereti hip deklev martin janežič buca prekaliti muzičar pustiti pečat številen domač rocka pop bend sedaj vodilen domač glasbenik ustvarjati poreden kratek čas izdati odličen sprejet album bolje vedno zveneti živ magariti zimski škorenj kuhanček roka hati tribut lov fba yti tobačen činčina foodporna tržaški cesta vstopnina infa infa tobacnae,2019-12-20 20:00:00,1579,150249262281295,5,0.014281277437851457
"1.4. Krisiun, Gruesome, Vitriol - Orto bar",death metati pokol krisiun gruesom vitriol vstopnica volja onparola vstopnica volja trgon big nos orta bar sla tickets throug onparola eng metalec ljubljana priti krisiun pavz metalec april metalec šal metalec dan slab šal nateg ljubljana natančneje ort muditi brazilski norec krisiun death metati bojevnik pičiti surov brutalen death metati desetletje spreminjati minimalen vztrajen snemati album glasba iskrenost navduševati množica svet gruesom ameriški deahta metati zasedba čaščenje zapuščina death sestavljati matti harvey vokati kitara daniel gonzales kill itd kitara robina mazen derket bass bobnar gus rios creati kill creation itd imeti plat zveneti death odličen koncert otvoriti vitriol ameriški death metati trio priti smejati zadnji sam vstopnica volja krisiun gruesom vitrial vesel dihurček kadilnica death riffeater parola,2020-04-01 21:00:00,541,378314441102,5,0.014532676396112294
Skok v čarobni december s klapo Kampanel in Kvatropirci,koncert ura športen dvorana velik nedeljicen vstopnica predprodaja dan koncert prodaja vstopnica eventims bar snajper sodinec bar jurje mihovec velik nedelja tica ormož lep vabiti skupaj preživeti čudovit popoldan,2019-12-01 16:00:00,504,104047349630448,5,0.014976265579602993
